epoch,split,loss,acc,lr,duration_s
0,train,1.97791831905365,0.35942,0.01,2.5618906021118164
0,eval,1.4661180345535278,0.4517,0.01,0.5940325260162354
1,train,1.354913484992981,0.502,0.01,2.002167224884033
1,eval,1.4012637313842773,0.4985,0.01,0.28960275650024414
2,train,1.207659175300598,0.55732,0.01,1.9748611450195312
2,eval,1.2165045894622804,0.5645,0.01,0.29567885398864746
3,train,1.126759309463501,0.59174,0.01,1.9911458492279053
3,eval,1.1520988321304322,0.5772,0.01,0.2759668827056885
4,train,1.0756287970352172,0.61036,0.01,1.9771976470947266
4,eval,1.0991455612182617,0.5998,0.01,0.3141207695007324
5,train,1.0357526031112672,0.62414,0.01,1.9958317279815674
5,eval,1.1083473878860473,0.6052,0.01,0.31734681129455566
6,train,1.00724391330719,0.63706,0.01,1.9551420211791992
6,eval,1.1522909450531005,0.6039,0.01,0.30872082710266113
7,train,0.9736601704216004,0.65,0.01,1.9590709209442139
7,eval,1.1379582401275634,0.6002,0.01,0.29076409339904785
8,train,0.9598575809097291,0.65428,0.01,1.9355347156524658
8,eval,1.0614240489959716,0.6305,0.01,0.2772834300994873
9,train,0.935189761505127,0.66466,0.01,1.93693208694458
9,eval,1.0223201118469238,0.641,0.01,0.2929244041442871
10,train,0.9125535226631164,0.67022,0.01,1.9921157360076904
10,eval,1.0235883312225342,0.6433,0.01,0.30067014694213867
11,train,0.9017622692680359,0.67656,0.01,1.9599595069885254
11,eval,1.0285806653976441,0.6397,0.01,0.32169032096862793
12,train,0.8840947804641723,0.68264,0.01,1.9604747295379639
12,eval,1.088979660987854,0.6206,0.01,0.3056917190551758
13,train,0.8724111199951172,0.6865,0.01,2.023374080657959
13,eval,1.0207926367759705,0.6429,0.01,0.32293081283569336
14,train,0.8516751499176025,0.69416,0.01,2.0025649070739746
14,eval,1.0584324303627015,0.6397,0.01,0.2956550121307373
15,train,0.8410188368415833,0.69752,0.01,1.9998221397399902
15,eval,1.000286902999878,0.6531,0.01,0.3045918941497803
16,train,0.829245376701355,0.70078,0.01,2.0478153228759766
16,eval,1.0182924611091613,0.6523,0.01,0.32503199577331543
17,train,0.8190584954833985,0.70572,0.01,2.563833236694336
17,eval,1.0462584577560425,0.6451,0.01,0.3350503444671631
18,train,0.8141218726730347,0.70814,0.01,2.009770393371582
18,eval,1.0104009157180787,0.6507,0.01,0.30767035484313965
19,train,0.8126595321464538,0.71024,0.01,1.98771333694458
19,eval,1.056502229976654,0.6373,0.01,0.3081393241882324
20,train,0.8022892692565918,0.7125,0.01,1.9717028141021729
20,eval,1.045640535736084,0.6504,0.01,0.28894948959350586
21,train,0.7957957989311218,0.71644,0.01,2.0129458904266357
21,eval,1.0338648756980895,0.6573,0.01,0.3093702793121338
22,train,0.7829869317817688,0.71942,0.01,1.9905428886413574
22,eval,1.048602287864685,0.6426,0.01,0.2958080768585205
23,train,0.7777354187393188,0.7224,0.01,2.002262592315674
23,eval,1.0181141040802002,0.6548,0.01,0.28415679931640625
24,train,0.7712030958557129,0.7249,0.01,1.998105764389038
24,eval,1.0080782329559326,0.6575,0.01,0.30756068229675293
25,train,0.7651020385360717,0.72556,0.01,2.008561611175537
25,eval,1.0380170644760132,0.6458,0.01,0.30202794075012207
26,train,0.7678057524871826,0.7256,0.01,2.0105600357055664
26,eval,1.0221714632034302,0.6547,0.01,0.30106139183044434
27,train,0.7530519096565247,0.72936,0.01,2.0060763359069824
27,eval,1.0619070014953613,0.6525,0.01,0.3171877861022949
28,train,0.753628248462677,0.72966,0.01,1.9993267059326172
28,eval,1.0597045320510865,0.6457,0.01,0.27760958671569824
29,train,0.744827755317688,0.73504,0.01,2.015205144882202
29,eval,1.0549926849365234,0.6521,0.01,0.29015517234802246
30,train,0.7412863851356506,0.73468,0.01,1.993347406387329
30,eval,1.0286810377120972,0.6567,0.01,0.3064694404602051
31,train,0.7470916207885743,0.73278,0.01,2.0257670879364014
31,eval,1.0441444056510925,0.6535,0.01,0.3251173496246338
32,train,0.7306346403694153,0.73976,0.01,2.133066177368164
32,eval,1.034033448791504,0.658,0.01,0.29605770111083984
33,train,0.731578609008789,0.73878,0.01,2.0342447757720947
33,eval,1.0842971090316773,0.6461,0.01,0.32411789894104004
34,train,0.72856550365448,0.7383,0.01,1.982926607131958
34,eval,1.0542460470199584,0.6587,0.01,0.3287029266357422
35,train,0.7284949052238464,0.73964,0.01,2.0119028091430664
35,eval,1.0493806673049926,0.656,0.01,0.3359558582305908
36,train,0.7252024225616455,0.73976,0.01,2.028045654296875
36,eval,1.082439444923401,0.643,0.01,0.3078885078430176
37,train,0.7180587210083008,0.74414,0.01,2.0170533657073975
37,eval,1.0581567922592163,0.6477,0.01,0.30689573287963867
38,train,0.7242779020309448,0.74156,0.01,2.0222229957580566
38,eval,1.0647126152038575,0.6513,0.01,0.32795238494873047
39,train,0.7109237741470337,0.74632,0.01,1.9965860843658447
39,eval,1.0577980726242064,0.6579,0.01,0.3085460662841797
40,train,0.7162258438110352,0.74468,0.01,2.0059988498687744
40,eval,1.1498863519668578,0.6338,0.01,0.30775952339172363
41,train,0.7172974468994141,0.74356,0.01,2.01912522315979
41,eval,1.058962871837616,0.6511,0.01,0.3088572025299072
42,train,0.7119268449020386,0.74616,0.01,2.016712188720703
42,eval,1.1007133409500123,0.6505,0.01,0.3332202434539795
43,train,0.7118786824035644,0.7462,0.01,1.9984650611877441
43,eval,1.0904091672897338,0.645,0.01,0.3220634460449219
44,train,0.7084244460105896,0.74758,0.01,2.014110565185547
44,eval,1.0794983015060424,0.6461,0.01,0.29861021041870117
45,train,0.6993800493049621,0.75,0.01,2.01003098487854
45,eval,1.0788359670639038,0.6556,0.01,0.32385683059692383
46,train,0.6983488244247437,0.7528,0.01,1.9762141704559326
46,eval,1.0779727312088012,0.6522,0.01,0.3122379779815674
47,train,0.7000827913475036,0.75018,0.01,1.996537685394287
47,eval,1.1183488476753234,0.644,0.01,0.3101670742034912
48,train,0.6946210990524292,0.75232,0.01,2.0595569610595703
48,eval,1.106828446674347,0.6486,0.01,0.3013875484466553
49,train,0.6902269097709656,0.7544,0.01,2.0181615352630615
49,eval,1.080980741405487,0.6539,0.01,0.32872629165649414
