epoch,split,loss,acc,lr,duration_s
0,train,1.6812818489456176,0.3634,0.001,5.59934663772583
0,eval,1.4282048551559448,0.4679,0.001,0.5721375942230225
1,train,1.3817703252029419,0.496,0.001,5.145978689193726
1,eval,1.1348633417129517,0.5858,0.001,0.28406786918640137
2,train,1.2366026650238038,0.56154,0.001,5.171793222427368
2,eval,1.0628466611862182,0.6273,0.001,0.31825876235961914
3,train,1.1448826505279541,0.5992,0.001,5.202256679534912
3,eval,0.9328194284439086,0.6719,0.001,0.2850494384765625
4,train,1.0716728388214112,0.62694,0.001,5.194993495941162
4,eval,0.8964520823478699,0.6914,0.001,0.2963409423828125
5,train,1.0290464108085633,0.64298,0.001,5.1856865882873535
5,eval,0.8443683232307434,0.7104,0.001,0.27237963676452637
6,train,0.9748396168899536,0.66458,0.001,5.16796088218689
6,eval,0.8152852746963501,0.7188,0.001,0.2690615653991699
7,train,0.9435117893791198,0.67392,0.001,5.191172361373901
7,eval,0.7977338446617126,0.7319,0.001,0.2734692096710205
8,train,0.9080349350738526,0.68616,0.001,5.191583156585693
8,eval,0.8179492964744568,0.7236,0.001,0.26614904403686523
9,train,0.8916375535202027,0.6927,0.001,5.215277194976807
9,eval,0.7486967788696289,0.746,0.001,0.287142276763916
10,train,0.8664974457550049,0.7014,0.001,5.222796201705933
10,eval,0.7183081300735473,0.7598,0.001,0.27576422691345215
11,train,0.8486457651138306,0.70802,0.001,5.190310001373291
11,eval,0.7509948030471801,0.7522,0.001,0.28363490104675293
12,train,0.82400801197052,0.71932,0.001,5.20555567741394
12,eval,0.7004312017440796,0.7603,0.001,0.27771878242492676
13,train,0.804081923942566,0.72362,0.001,5.182980060577393
13,eval,0.7160763851165771,0.7584,0.001,0.295468807220459
14,train,0.7970690470504761,0.72884,0.001,5.202288866043091
14,eval,0.6550093592643738,0.7785,0.001,0.27410292625427246
15,train,0.7725164815330505,0.73604,0.001,5.183227777481079
15,eval,0.6765684678077698,0.7738,0.001,0.274275541305542
16,train,0.7588598449897767,0.74174,0.001,5.149904251098633
16,eval,0.6472536213874817,0.7844,0.001,0.2711198329925537
17,train,0.7472648957824707,0.74392,0.001,5.165273189544678
17,eval,0.6523027903079986,0.7785,0.001,0.26902174949645996
18,train,0.7294521768951416,0.7526,0.001,5.19969367980957
18,eval,0.6268813146591187,0.7906,0.001,0.26624488830566406
19,train,0.721218260936737,0.7545,0.001,5.186654806137085
19,eval,0.6470357406616211,0.784,0.001,0.2687404155731201
20,train,0.7070790044784546,0.75864,0.001,5.172097682952881
20,eval,0.6157935931682587,0.7939,0.001,0.27682924270629883
21,train,0.6936643183898926,0.7636,0.001,5.169414520263672
21,eval,0.6138852880477905,0.7976,0.001,0.27274012565612793
22,train,0.6825675944519043,0.7691,0.001,5.184227466583252
22,eval,0.6273241038322449,0.7862,0.001,0.2853231430053711
23,train,0.6793934927749634,0.77058,0.001,5.25715184211731
23,eval,0.5902342172622681,0.803,0.001,0.29344797134399414
24,train,0.6730434121704102,0.77238,0.001,5.235297679901123
24,eval,0.5998704099655151,0.7972,0.001,0.2938058376312256
25,train,0.6646913609695435,0.77386,0.001,5.203670024871826
25,eval,0.5821467387199402,0.8072,0.001,0.27875208854675293
26,train,0.6531273534965515,0.77836,0.001,5.203063011169434
26,eval,0.5789681580543518,0.8078,0.001,0.2770698070526123
27,train,0.6460351650810242,0.77952,0.001,5.199240446090698
27,eval,0.5711534408092499,0.8101,0.001,0.27671027183532715
28,train,0.6391869707107544,0.78332,0.001,5.167957544326782
28,eval,0.581683813381195,0.799,0.001,0.2617926597595215
29,train,0.629947540473938,0.78632,0.0003,5.189367294311523
29,eval,0.6080539848327636,0.7957,0.0003,0.2782306671142578
30,train,0.5753290688705445,0.80388,0.0003,5.175574064254761
30,eval,0.5226609072685242,0.8246,0.0003,0.2694535255432129
31,train,0.5567636866188049,0.81058,0.0003,5.184453725814819
31,eval,0.5221737897634506,0.824,0.0003,0.3637843132019043
32,train,0.5512787838172912,0.81224,0.0003,5.208674430847168
32,eval,0.5167468929290772,0.8223,0.0003,0.2718501091003418
33,train,0.5499191357421875,0.8122,0.0003,5.174799919128418
33,eval,0.5143300036430359,0.8247,0.0003,0.26839709281921387
34,train,0.5410991847991944,0.81368,0.0003,5.16557765007019
34,eval,0.5085542142391205,0.8267,0.0003,0.2693142890930176
35,train,0.5365820847129822,0.81628,0.0003,5.168285608291626
35,eval,0.5022324887275695,0.8304,0.0003,0.28041887283325195
36,train,0.5341708092689514,0.81758,0.0003,5.175629377365112
36,eval,0.49847741770744325,0.8343,0.0003,0.27478456497192383
37,train,0.525301524772644,0.81898,0.0003,5.201817274093628
37,eval,0.500275665140152,0.8295,0.0003,0.3006587028503418
38,train,0.5243820518493653,0.82094,0.0003,5.22439432144165
38,eval,0.49464875020980836,0.8346,0.0003,0.2689497470855713
39,train,0.5191220812797547,0.8211,8.999999999999999e-05,5.206449508666992
39,eval,0.49332539439201356,0.8344,8.999999999999999e-05,0.2798466682434082
40,train,0.5038476341438294,0.82606,8.999999999999999e-05,5.1737260818481445
40,eval,0.48697023997306826,0.834,8.999999999999999e-05,0.27270007133483887
41,train,0.49907511697769164,0.82786,8.999999999999999e-05,5.18576192855835
41,eval,0.4811765739440918,0.8361,8.999999999999999e-05,0.2690315246582031
42,train,0.49410871686935426,0.82994,8.999999999999999e-05,5.170317888259888
42,eval,0.482965821313858,0.8377,8.999999999999999e-05,0.2752039432525635
43,train,0.4957999775886536,0.82764,8.999999999999999e-05,5.185722351074219
43,eval,0.4835159761428833,0.8384,8.999999999999999e-05,0.2829172611236572
44,train,0.4877531862831116,0.831,8.999999999999999e-05,5.163609027862549
44,eval,0.4810145886421204,0.8383,8.999999999999999e-05,0.2694113254547119
45,train,0.4876250650787354,0.83262,8.999999999999999e-05,5.149571657180786
45,eval,0.48125293974876404,0.8388,8.999999999999999e-05,0.2720913887023926
46,train,0.4926982544898987,0.83054,8.999999999999999e-05,5.177361011505127
46,eval,0.4795596733093262,0.84,8.999999999999999e-05,0.2800462245941162
